genus,n_species,n_negative,n_positive,q25,median_pct,q75,prop_positive,iqr_pct,composition
salaquimonas,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
rhodophyticola,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
azorhizophilus,1.0,1.0,0.0,0.719,0.719,0.719,0.0,0.0,PCuAC only
ruixingdingia,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
ruicaihuangia,1.0,0.0,1.0,0.741,0.741,0.741,1.0,0.0,Both proteins
rhizobium/agrobacterium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
rhizomicrobium,1.0,0.0,1.0,0.8130000000000001,0.8130000000000001,0.8130000000000001,1.0,0.0,Both proteins
rhodalgimonas,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
caenimonas,1.0,1.0,0.0,0.758,0.758,0.758,0.0,0.0,PCuAC only
bacterioplanes,1.0,1.0,0.0,1.575,1.575,1.575,0.0,0.0,PCuAC only
rubrivivax,1.0,1.0,0.0,0.741,0.741,0.741,0.0,0.0,PCuAC only
caenibius,1.0,1.0,0.0,0.719,0.719,0.719,0.0,0.0,PCuAC only
rubritepida,1.0,1.0,0.0,0.746,0.746,0.746,0.0,0.0,PCuAC only
rhodobaculum,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
rubrimonas,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
bacterioplanoides,1.0,1.0,0.0,0.8,0.8,0.8,0.0,0.0,PCuAC only
balneola,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
roseospirillum,1.0,1.0,0.0,0.746,0.746,0.746,0.0,0.0,PCuAC only
roseospira,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
banduia,1.0,1.0,0.0,0.763,0.763,0.763,0.0,0.0,PCuAC only
rhodoblastus,1.0,0.0,1.0,0.741,0.741,0.741,1.0,0.0,Both proteins
luteovulum,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
amarolinea,1.0,1.0,0.0,0.758,0.758,0.758,0.0,0.0,PCuAC only
solemya,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
variibacter,1.0,1.0,0.0,1.46,1.46,1.46,0.0,0.0,PCuAC only
vandammella,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
usitatibacter,1.0,1.0,0.0,0.787,0.787,0.787,0.0,0.0,PCuAC only
undibacterium,1.0,0.0,1.0,0.758,0.758,0.758,1.0,0.0,Both proteins
undibacter,1.0,1.0,0.0,0.746,0.746,0.746,0.0,0.0,PCuAC only
aestuariivirga,1.0,1.0,0.0,0.719,0.719,0.719,0.0,0.0,PCuAC only
tropicimonas,1.0,1.0,0.0,0.775,0.775,0.775,0.0,0.0,PCuAC only
aestuariivita,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
aestuarium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
tranquillimonas,1.0,1.0,0.0,0.758,0.758,0.758,0.0,0.0,PCuAC only
agaribacter,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
tistlia,1.0,0.0,1.0,0.719,0.719,0.719,1.0,0.0,Both proteins
tisiphia,1.0,1.0,0.0,0.763,0.763,0.763,0.0,0.0,PCuAC only
tibeticola,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
agaricicola,1.0,1.0,0.0,0.699,0.699,0.699,0.0,0.0,PCuAC only
thiotrophic,1.0,1.0,0.0,1.504,1.504,1.504,0.0,0.0,PCuAC only
agarilytica,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
thiosulfatimonas,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
thiosulfatihalobacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
aggregatilinea,1.0,0.0,1.0,1.5150000000000001,1.5150000000000001,1.5150000000000001,1.0,0.0,Both proteins
thiopontia,1.0,1.0,0.0,1.5270000000000001,1.5270000000000001,1.5270000000000001,0.0,0.0,PCuAC only
thiomicrospira,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
thiolinea,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
thiolapillus,1.0,1.0,0.0,0.746,0.746,0.746,0.0,0.0,PCuAC only
thiohalospira,1.0,1.0,0.0,0.775,0.775,0.775,0.0,0.0,PCuAC only
thiohalomonas,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
thiohalocapsa,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
thiogranum,1.0,1.0,0.0,0.8059999999999999,0.8059999999999999,0.8059999999999999,0.0,0.0,PCuAC only
aidingimonas,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
thiodiazotropha,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
vannielia,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
aestuariibacter,1.0,1.0,0.0,0.763,0.763,0.763,0.0,0.0,PCuAC only
albibacillus,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
varunaivibrio,1.0,1.0,0.0,0.662,0.662,0.662,0.0,0.0,PCuAC only
acidibrevibacterium,1.0,1.0,0.0,0.719,0.719,0.719,0.0,0.0,PCuAC only
acidiphilium,1.0,1.0,0.0,0.7939999999999999,0.7939999999999999,0.7939999999999999,0.0,0.0,PCuAC only
zeimonas,1.0,1.0,0.0,0.694,0.694,0.694,0.0,0.0,PCuAC only
acidocella,1.0,1.0,0.0,0.787,0.787,0.787,0.0,0.0,PCuAC only
yunchengibacter,1.0,1.0,0.0,0.781,0.781,0.781,0.0,0.0,PCuAC only
youngimonas,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
actinokineospora,1.0,1.0,0.0,0.787,0.787,0.787,0.0,0.0,PCuAC only
yanghanlia,1.0,0.0,1.0,0.735,0.735,0.735,1.0,0.0,Both proteins
xylophilus,1.0,1.0,0.0,0.73,0.73,0.73,0.0,0.0,PCuAC only
xinfangfangia,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
xenophilus,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
xaviernesmea,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
acuticoccus,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
woodsholea,1.0,1.0,0.0,1.538,1.538,1.538,0.0,0.0,PCuAC only
wielerella,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Both proteins
wenzhouxiangella,1.0,1.0,0.0,0.769,0.769,0.769,0.0,0.0,PCuAC only
aegicerorhabdus,1.0,0.0,1.0,0.8059999999999999,0.8059999999999999,0.8059999999999999,1.0,0.0,Both proteins
aerobium,1.0,0.0,1.0,0.714,0.714,0.714,1.0,0.0,Both proteins
aeromicrobium,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
vitreimonas,1.0,1.0,0.0,0.775,0.775,0.775,0.0,0.0,PCuAC only
viridilinea,1.0,1.0,0.0,0.7939999999999999,0.7939999999999999,0.7939999999999999,0.0,0.0,PCuAC only
viridibacterium,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
vineibacter,1.0,1.0,0.0,1.5150000000000001,1.5150000000000001,1.5150000000000001,0.0,0.0,PCuAC only
villigracilis,1.0,0.0,1.0,0.746,0.746,0.746,1.0,0.0,Both proteins
aeromonas,1.0,1.0,0.0,0.714,0.714,0.714,0.0,0.0,PCuAC only
veronia,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
aerophototrophica,1.0,1.0,0.0,1.5270000000000001,1.5270000000000001,1.5270000000000001,0.0,0.0,PCuAC only
venatoribacter,1.0,1.0,0.0,1.538,1.538,1.538,0.0,0.0,PCuAC only
velazquezella,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
thiocystis,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
thiocapsa,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
aquicoccus,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
tepidimonas,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
allobrachymonas,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
allofranklinella,1.0,1.0,0.0,0.7040000000000001,0.7040000000000001,0.7040000000000001,0.0,0.0,PCuAC only
allohahella,1.0,0.0,1.0,0.781,0.781,0.781,1.0,0.0,Both proteins
allohoeflea,1.0,1.0,0.0,0.714,0.714,0.714,0.0,0.0,PCuAC only
tamilnaduibacter,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
allosphingosinicella,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
allostella,1.0,1.0,0.0,0.741,0.741,0.741,0.0,0.0,PCuAC only
szabonella,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
symbiobacterium,1.0,0.0,1.0,0.7939999999999999,0.7939999999999999,0.7939999999999999,1.0,0.0,Both proteins
sulfurimonas,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
sulfuricella,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
alpinimonas,1.0,1.0,0.0,1.5150000000000001,1.5150000000000001,1.5150000000000001,0.0,0.0,PCuAC only
alteraquisediminimonas,1.0,1.0,0.0,0.775,0.775,0.775,0.0,0.0,PCuAC only
streptosporangium,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
alterinioella,1.0,1.0,0.0,0.763,0.763,0.763,0.0,0.0,PCuAC only
streptomonospora,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
streptoalloteichus,1.0,1.0,0.0,0.7250000000000001,0.7250000000000001,0.7250000000000001,0.0,0.0,PCuAC only
starkeya,1.0,1.0,0.0,0.699,0.699,0.699,0.0,0.0,PCuAC only
pulveribacter,1.0,0.0,1.0,0.763,0.763,0.763,1.0,0.0,Both proteins
spotted,1.0,1.0,0.0,0.763,0.763,0.763,0.0,0.0,PCuAC only
spongiibacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
spongiactinospora,1.0,1.0,0.0,0.758,0.758,0.758,0.0,0.0,PCuAC only
amylibacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
anianabacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
antarcticirhabdus,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
antarctobacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
antiquaquibacter,1.0,1.0,0.0,0.763,0.763,0.763,0.0,0.0,PCuAC only
sphaerobacter,1.0,0.0,1.0,0.769,0.769,0.769,1.0,0.0,Both proteins
solimicrobium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
tepidiforma,1.0,1.0,0.0,0.741,0.741,0.741,0.0,0.0,PCuAC only
alkalimarinus,1.0,1.0,0.0,0.746,0.746,0.746,0.0,0.0,PCuAC only
albibeggiatoa,1.0,1.0,0.0,0.758,0.758,0.758,0.0,0.0,PCuAC only
teredinibacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
alcanivorax,1.0,1.0,0.0,0.8,0.8,0.8,0.0,0.0,PCuAC only
thiobaca,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
alexandriicola,1.0,1.0,0.0,0.763,0.763,0.763,0.0,0.0,PCuAC only
thioalbus,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
thetidibacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
algicella,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
thermostaphylospora,1.0,0.0,1.0,0.758,0.758,0.758,1.0,0.0,Both proteins
algicola,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
thermohalobaculum,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
thermohahella,1.0,1.0,0.0,2.29,2.29,2.29,0.0,0.0,PCuAC only
thermochromatium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
thermocatellispora,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
thermobaculum,1.0,0.0,1.0,0.8130000000000001,0.8130000000000001,0.8130000000000001,1.0,0.0,Both proteins
thermithiobacillus,1.0,1.0,0.0,0.763,0.763,0.763,0.0,0.0,PCuAC only
thermanaerothrix,1.0,1.0,0.0,0.758,0.758,0.758,0.0,0.0,PCuAC only
algimonas,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
thalassovivens,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
aliidongia,1.0,1.0,0.0,0.758,0.758,0.758,0.0,0.0,PCuAC only
aliigemmobacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
aliihoeflea,1.0,1.0,0.0,0.709,0.709,0.709,0.0,0.0,PCuAC only
thalassobius,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
aliishimia,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
thalassobacter,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
tessaracoccus,1.0,0.0,1.0,0.7939999999999999,0.7939999999999999,0.7939999999999999,1.0,0.0,Both proteins
terrirubrum,1.0,1.0,0.0,0.7040000000000001,0.7040000000000001,0.7040000000000001,0.0,0.0,PCuAC only
terrirhizobium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
alkalilimnicola,1.0,1.0,0.0,0.6669999999999999,0.6669999999999999,0.6669999999999999,0.0,0.0,PCuAC only
terricaulis,1.0,1.0,0.0,0.775,0.775,0.775,0.0,0.0,PCuAC only
terribium,1.0,1.0,0.0,0.714,0.714,0.714,0.0,0.0,PCuAC only
puniceibacterium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
cochlodiniinecator,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
pukyongiella,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
natronospira,1.0,1.0,0.0,1.493,1.493,1.493,0.0,0.0,PCuAC only
nereida,1.0,1.0,0.0,0.758,0.758,0.758,0.0,0.0,PCuAC only
neptunomonas,1.0,1.0,0.0,0.746,0.746,0.746,0.0,0.0,PCuAC only
neptuniibacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
neptunicoccus,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
neptunicella,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
neotabrizicola,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
hellea,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
neomicrococcus,1.0,1.0,0.0,0.763,0.763,0.763,0.0,0.0,PCuAC only
neomesorhizobium,1.0,1.0,0.0,0.714,0.714,0.714,0.0,0.0,PCuAC only
neomegalonema,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
neogemmobacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
henriciella,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
neoalteromonas,1.0,1.0,0.0,0.758,0.758,0.758,0.0,0.0,PCuAC only
natronospirillum,1.0,1.0,0.0,0.763,0.763,0.763,0.0,0.0,PCuAC only
natronohydrobacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
helcobacillus,1.0,0.0,1.0,0.787,0.787,0.787,1.0,0.0,Both proteins
heterorhizobium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
mycolicibacterium,1.0,1.0,0.0,0.769,0.769,0.769,0.0,0.0,PCuAC only
hohaiivirga,1.0,1.0,0.0,0.7250000000000001,0.7250000000000001,0.7250000000000001,0.0,0.0,PCuAC only
muricoccus,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
mucispirillum,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
hongsoonwoonella,1.0,1.0,0.0,0.7250000000000001,0.7250000000000001,0.7250000000000001,0.0,0.0,PCuAC only
humitalea,1.0,1.0,0.0,0.746,0.746,0.746,0.0,0.0,PCuAC only
morococcus,1.0,0.0,1.0,0.637,0.637,0.637,1.0,0.0,Both proteins
accumulibacter,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
mongoliimonas,1.0,1.0,0.0,1.3419999999999999,1.3419999999999999,1.3419999999999999,0.0,0.0,PCuAC only
hwanghaeella,1.0,1.0,0.0,0.746,0.746,0.746,0.0,0.0,PCuAC only
hydrocarboniphaga,1.0,1.0,0.0,0.781,0.781,0.781,0.0,0.0,PCuAC only
hydrogenobaculum,1.0,1.0,0.0,2.3619999999999997,2.3619999999999997,2.3619999999999997,0.0,0.0,PCuAC only
hydrogenophilus,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
nesiotobacter,1.0,1.0,0.0,0.719,0.719,0.719,0.0,0.0,PCuAC only
halodurantibacterium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
chenggangzhangella,1.0,1.0,0.0,0.7040000000000001,0.7040000000000001,0.7040000000000001,0.0,0.0,PCuAC only
gallionella,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
oleiagrimonas,1.0,1.0,0.0,0.775,0.775,0.775,0.0,0.0,PCuAC only
oharaeibacter,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
of,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
fretibacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
odyssella,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
fulverythrobacter,1.0,1.0,0.0,0.714,0.714,0.714,0.0,0.0,PCuAC only
fuscibacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
oceanomicrobium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
oceanobacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
fuscovulum,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
oceaniovalibus,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
futiania,1.0,1.0,0.0,0.719,0.719,0.719,0.0,0.0,PCuAC only
oceaniglobus,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
oceanicola,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
novimethylophilus,1.0,0.0,1.0,0.781,0.781,0.781,1.0,0.0,Both proteins
haliea,1.0,1.0,0.0,0.763,0.763,0.763,0.0,0.0,PCuAC only
noviluteimonas,1.0,0.0,1.0,0.7939999999999999,0.7939999999999999,0.7939999999999999,1.0,0.0,Both proteins
gimibacter,1.0,1.0,0.0,0.7250000000000001,0.7250000000000001,0.7250000000000001,0.0,0.0,PCuAC only
notoacmeibacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
nostocoides,1.0,1.0,0.0,0.763,0.763,0.763,0.0,0.0,PCuAC only
glaciecola,1.0,1.0,0.0,0.746,0.746,0.746,0.0,0.0,PCuAC only
nodularia,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
govanella,1.0,1.0,0.0,0.775,0.775,0.775,0.0,0.0,PCuAC only
granulibacter,1.0,1.0,0.0,0.781,0.781,0.781,0.0,0.0,PCuAC only
niveispirillum,1.0,1.0,0.0,0.714,0.714,0.714,0.0,0.0,PCuAC only
nitrotoga,1.0,1.0,0.0,0.787,0.787,0.787,0.0,0.0,PCuAC only
nitrospirillum,1.0,1.0,0.0,1.504,1.504,1.504,0.0,0.0,PCuAC only
gynuella,1.0,1.0,0.0,0.758,0.758,0.758,0.0,0.0,PCuAC only
haematobacter,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
haematospirillum,1.0,1.0,0.0,0.719,0.719,0.719,0.0,0.0,PCuAC only
hyphobacterium,1.0,0.0,1.0,0.781,0.781,0.781,1.0,0.0,Both proteins
micrococcus,1.0,1.0,0.0,0.746,0.746,0.746,0.0,0.0,PCuAC only
insolitispirillum,1.0,1.0,0.0,0.714,0.714,0.714,0.0,0.0,PCuAC only
maribrevibacterium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
lichenihabitans,1.0,1.0,0.0,0.7040000000000001,0.7040000000000001,0.7040000000000001,0.0,0.0,PCuAC only
limibacillus,1.0,1.0,0.0,0.719,0.719,0.719,0.0,0.0,PCuAC only
marinimicrococcus,1.0,1.0,0.0,0.7040000000000001,0.7040000000000001,0.7040000000000001,0.0,0.0,PCuAC only
limnobacter,1.0,1.0,0.0,0.769,0.769,0.769,0.0,0.0,PCuAC only
marinihelvus,1.0,0.0,1.0,0.7939999999999999,0.7939999999999999,0.7939999999999999,1.0,0.0,Both proteins
marinicellulosiphila,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
limnochorda,1.0,0.0,1.0,0.769,0.769,0.769,1.0,0.0,Both proteins
marinibaculum,1.0,1.0,0.0,0.714,0.714,0.714,0.0,0.0,PCuAC only
marinibacterium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
limnomicrobium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
limobrevibacterium,1.0,1.0,0.0,0.73,0.73,0.73,0.0,0.0,PCuAC only
mariluticola,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
limoniibacter,1.0,1.0,0.0,0.7040000000000001,0.7040000000000001,0.7040000000000001,0.0,0.0,PCuAC only
marichromatium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
litchfieldella,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Both proteins
isoptericola,1.0,1.0,0.0,0.769,0.769,0.769,0.0,0.0,PCuAC only
mangrovicella,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
mangrovibrevibacter,1.0,1.0,0.0,0.69,0.69,0.69,0.0,0.0,PCuAC only
manganibacter,1.0,0.0,1.0,0.719,0.719,0.719,1.0,0.0,Both proteins
mammaliicoccus,1.0,1.0,0.0,0.8059999999999999,0.8059999999999999,0.8059999999999999,0.0,0.0,PCuAC only
maliponia,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
litorilituus,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
magnetovirga,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
litorivicinus,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
litorivita,1.0,1.0,0.0,0.746,0.746,0.746,0.0,0.0,PCuAC only
magnetospira,1.0,1.0,0.0,0.699,0.699,0.699,0.0,0.0,PCuAC only
magnetaquiglobus,1.0,1.0,0.0,0.763,0.763,0.763,0.0,0.0,PCuAC only
macromonas,1.0,1.0,0.0,0.741,0.741,0.741,0.0,0.0,PCuAC only
longispora,1.0,1.0,0.0,0.781,0.781,0.781,0.0,0.0,PCuAC only
luteithermobacter,1.0,1.0,0.0,0.746,0.746,0.746,0.0,0.0,PCuAC only
lichenifustis,1.0,1.0,0.0,0.7250000000000001,0.7250000000000001,0.7250000000000001,0.0,0.0,PCuAC only
levilinea,1.0,1.0,0.0,0.8,0.8,0.8,0.0,0.0,PCuAC only
leucothrix,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
leucobacter,1.0,1.0,0.0,0.769,0.769,0.769,0.0,0.0,PCuAC only
jezberella,1.0,1.0,0.0,0.709,0.709,0.709,0.0,0.0,PCuAC only
jhaorihella,1.0,1.0,0.0,0.73,0.73,0.73,0.0,0.0,PCuAC only
methyloversatilis,1.0,1.0,0.0,0.758,0.758,0.758,0.0,0.0,PCuAC only
kaarinaea,1.0,1.0,0.0,0.763,0.763,0.763,0.0,0.0,PCuAC only
kaustia,1.0,1.0,0.0,0.714,0.714,0.714,0.0,0.0,PCuAC only
keguizhuia,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Both proteins
methyloraptor,1.0,1.0,0.0,0.746,0.746,0.746,0.0,0.0,PCuAC only
methyloradius,1.0,1.0,0.0,0.763,0.763,0.763,0.0,0.0,PCuAC only
methylopumilus,1.0,1.0,0.0,0.885,0.885,0.885,0.0,0.0,PCuAC only
ketobacter,1.0,1.0,0.0,0.769,0.769,0.769,0.0,0.0,PCuAC only
kinneretia,1.0,1.0,0.0,1.5270000000000001,1.5270000000000001,1.5270000000000001,0.0,0.0,PCuAC only
methyloferula,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
methylocystis,1.0,0.0,1.0,0.752,0.752,0.752,1.0,0.0,Both proteins
methylocella,1.0,1.0,0.0,1.439,1.439,1.439,0.0,0.0,PCuAC only
klebsiella,1.0,1.0,0.0,0.885,0.885,0.885,0.0,0.0,PCuAC only
methylobrevis,1.0,1.0,0.0,1.389,1.389,1.389,0.0,0.0,PCuAC only
kocuria,1.0,0.0,1.0,0.741,0.741,0.741,1.0,0.0,Both proteins
kumtagia,1.0,1.0,0.0,1.429,1.429,1.429,0.0,0.0,PCuAC only
labrenzia,1.0,1.0,0.0,0.699,0.699,0.699,0.0,0.0,PCuAC only
lacibacterium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
lacimicrobium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
lacimonas,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
melittangium,1.0,1.0,0.0,1.5150000000000001,1.5150000000000001,1.5150000000000001,0.0,0.0,PCuAC only
melioribacter,1.0,1.0,0.0,0.8059999999999999,0.8059999999999999,0.8059999999999999,0.0,0.0,PCuAC only
melaminivora,1.0,1.0,0.0,0.73,0.73,0.73,0.0,0.0,PCuAC only
laribacter,1.0,1.0,0.0,0.6799999999999999,0.6799999999999999,0.6799999999999999,0.0,0.0,PCuAC only
leifsonia,1.0,1.0,0.0,0.758,0.758,0.758,0.0,0.0,PCuAC only
lelliottia,1.0,1.0,0.0,0.7250000000000001,0.7250000000000001,0.7250000000000001,0.0,0.0,PCuAC only
leptofilum,1.0,1.0,0.0,0.763,0.763,0.763,0.0,0.0,PCuAC only
oleiphilus,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
oleisolibacter,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
oleomonas,1.0,1.0,0.0,0.709,0.709,0.709,0.0,0.0,PCuAC only
defluviicoccus,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
