species,taxid,organism_name,nirK_present,pcuac_present,class,nirK_rep_accession,pcuac_rep_accession,species_resolved
chelativorans composti,768533,Chelativorans composti,0,1,pcuac_only,NA,WP_345098131.1,1
bartonella jaculi,686226,Bartonella jaculi,0,1,pcuac_only,NA,WP_345114235.1,1
bartonella pachyuromydis,931097,Bartonella pachyuromydis,0,1,pcuac_only,NA,WP_345118294.1,1
kistimonas scapharcae,1036133,Kistimonas scapharcae,0,1,pcuac_only,NA,WP_345197643.1,1
pigmentiphaga soli,1007095,Pigmentiphaga soli,0,1,pcuac_only,NA,WP_345250485.1,1
ferrimonas gelatinilytica,1255257,Ferrimonas gelatinilytica,0,1,pcuac_only,NA,WP_345316845.1,1
viridibacterium curvum,1101404,Viridibacterium curvum,0,1,pcuac_only,NA,WP_345534793.1,1
herpetosiphon gulosus,1973496,Herpetosiphon gulosus,0,1,pcuac_only,NA,WP_345723565.1,1
uliginosibacterium sediminicola,2024550,Uliginosibacterium sediminicola,0,1,pcuac_only,NA,WP_345919023.1,1
thiomicrolovo immobilis,3131935,Thiomicrolovo immobilis,0,1,pcuac_only,NA,WP_345969545.1,1
sulfurimonas diazotrophicus,3131939,Sulfurimonas diazotrophicus,0,1,pcuac_only,NA,WP_345972191.1,1
thiomicrolovo subterrani,3131934,Thiomicrolovo subterrani,0,1,pcuac_only,NA,WP_345984901.1,1
nonomuraea maheshkhaliensis,419590,Nonomuraea maheshkhaliensis,0,1,pcuac_only,NA,WP_346109272.1,1
fulvimarina fulva,3148887,Fulvimarina fulva,0,1,pcuac_only,NA,WP_346219359.1,1
hohaiivirga grylli,3133970,Hohaiivirga grylli,0,1,pcuac_only,NA,WP_346336252.1,1
brevundimonas pondensis,2774189,Brevundimonas pondensis,0,1,pcuac_only,NA,WP_346504802.1,1
thiobacter aerophilus,3121275,Thiobacter aerophilus,0,1,pcuac_only,NA,WP_347306921.1,1
marinimicrobium locisalis,546022,Marinimicrobium locisalis,0,1,pcuac_only,NA,WP_347332403.1,1
rheinheimera fenheensis,3152295,Rheinheimera fenheensis,0,1,pcuac_only,NA,WP_347597030.1,1
roseateles paludis,3145238,Roseateles paludis,0,1,pcuac_only,NA,WP_347705415.1,1
uncultured planktomarina,1538529,uncultured Planktomarina sp.,0,1,pcuac_only,NA,WP_347820999.1,1
foliimonas ilicis,3151853,Foliimonas ilicis,0,1,pcuac_only,NA,WP_347970124.1,1
thalassotalea nanhaiensis,3065648,Thalassotalea nanhaiensis,0,1,pcuac_only,NA,WP_348388386.1,1
thalassotalea psychrophila,3065647,Thalassotalea psychrophila,0,1,pcuac_only,NA,WP_348390833.1,1
thalassotalea fonticola,3065649,Thalassotalea fonticola,0,1,pcuac_only,NA,WP_348395897.1,1
uncultured candidatus,655186,uncultured Candidatus Thioglobus sp.,0,1,pcuac_only,NA,WP_348669835.1,1
uncultured aquincola,886556,uncultured Aquincola sp.,0,1,pcuac_only,NA,WP_348751678.1,1
uncultured henriciella,1608424,uncultured Henriciella sp.,0,1,pcuac_only,NA,WP_348764582.1,1
neorhizobium phenanthreniclasticum,3157917,Neorhizobium phenanthreniclasticum,0,1,pcuac_only,NA,WP_348863035.1,1
chitinibacter mangrovi,3153927,Chitinibacter mangrovi,0,1,pcuac_only,NA,WP_348945937.1,1
mesorhizobium yinganensis,3157707,Mesorhizobium yinganensis,0,1,pcuac_only,NA,WP_349003674.1,1
mesorhizobium quangtriensis,3157709,Mesorhizobium quangtriensis,0,1,pcuac_only,NA,WP_349013995.1,1
sulfitobacter aquimarinus,3158557,Sulfitobacter aquimarinus,0,1,pcuac_only,NA,WP_349575142.1,1
vogesella oryzagri,3160864,Vogesella oryzagri,0,1,pcuac_only,NA,WP_349587640.1,1
halomonas pelophila,3151122,Halomonas pelophila,0,1,pcuac_only,NA,WP_349759833.1,1
halomonas aquatica,3151123,Halomonas aquatica,0,1,pcuac_only,NA,WP_349760350.1,1
fulvimarina thalattae,3162874,Fulvimarina thalattae,0,1,pcuac_only,NA,WP_349940124.1,1
deinococcus sonorensis,309891;694439,Deinococcus sonorensis;Deinococcus sonorensis KR-87,0,1,pcuac_only,NA,WP_350242763.1,1
methylorubrum podarium,200476,Methylorubrum podarium,0,1,pcuac_only,NA,WP_350394398.1,1
thalassolituus maritimus,484498,Thalassolituus maritimus,0,1,pcuac_only,NA,WP_353295143.1,1
candidatus albibeggiatoa,3162723;3162724,Candidatus Albibeggiatoa sp. nov. BB20,0,1,pcuac_only,NA,WP_353308775.1,1
salipiger bruguierae,3029062,Salipiger bruguierae,0,1,pcuac_only,NA,WP_353475462.1,1
thermus javaensis,3026935,Thermus javaensis,0,1,pcuac_only,NA,WP_353513220.1,1
agrobacterium vacciniicorymbosi,3228927,Agrobacterium vacciniicorymbosi,0,1,pcuac_only,NA,WP_353575769.1,1
brevundimonas faecalis,947378,Brevundimonas faecalis,0,1,pcuac_only,NA,WP_354088127.1,1
bartonella japonica,357761,Bartonella japonica,0,1,pcuac_only,NA,WP_354185219.1,1
bartonella silvatica,357760,Bartonella silvatica,0,1,pcuac_only,NA,WP_354188204.1,1
sphingomonas trueperi,53317,Sphingomonas trueperi,0,1,pcuac_only,NA,WP_354308304.1,1
mesorhizobium shonense,1209948,Mesorhizobium shonense,0,1,pcuac_only,NA,WP_435528605.1,1
mesorhizobium shangrilense,460060,Mesorhizobium shangrilense,0,1,pcuac_only,NA,WP_354462323.1,1
mesorhizobium robiniae,559315,Mesorhizobium robiniae,0,1,pcuac_only,NA,WP_354494042.1,1
unclassified roseovarius,2614913;3156459;3450449,unclassified Roseovarius;Roseovarius sp. MBR-6;Roseovarius sp. MBR-38,0,1,pcuac_only,NA,WP_354537451.1,1
limnomicrobium aquaticum,1549636,Limnomicrobium aquaticum,0,1,pcuac_only,NA,WP_354555790.1,1
uliginosibacterium flavum,1396831,Uliginosibacterium flavum,0,1,pcuac_only,NA,WP_354599306.1,1
unclassified psychromonas,2614957;3231032;3231033,unclassified Psychromonas;Psychromonas sp. MME1;Psychromonas sp. MME2,0,1,pcuac_only,NA,WP_354625415.1,1
micromonospora aurantiaca,47850,Micromonospora aurantiaca (nom. illeg.),0,1,pcuac_only,NA,WP_357178220.1,1
streptomyces exfoliatus,1905,Streptomyces exfoliatus,0,1,pcuac_only,NA,WP_359202977.1,1
meridianimarinicoccus marinus,3231483,Meridianimarinicoccus marinus,0,1,pcuac_only,NA,WP_366191365.1,1
micromonospora marina,307120,Micromonospora marina,0,1,pcuac_only,NA,WP_366592058.1,1
alicycliphilus soli,3228789,Alicycliphilus soli,0,1,pcuac_only,NA,WP_367068098.1,1
microbulbifer discodermiae,3232309,Microbulbifer discodermiae,0,1,pcuac_only,NA,WP_367149761.1,1
uncultured zoogloea,160237,uncultured Zoogloea sp.,0,1,pcuac_only,NA,WP_367179973.1,1
pseudogemmatithrix spongiicola,3062599,Pseudogemmatithrix spongiicola,0,1,pcuac_only,NA,WP_367886645.1,1
spiribacter pallidus,1987936,Spiribacter pallidus,0,1,pcuac_only,NA,WP_367957812.1,1
spiribacter onubensis,3122420,Spiribacter onubensis,0,1,pcuac_only,NA,WP_367967913.1,1
spiribacter insolitus,3122417,Spiribacter insolitus,0,1,pcuac_only,NA,WP_367984440.1,1
thioclava arctica,3238301,Thioclava arctica,0,1,pcuac_only,NA,WP_368391146.1,1
gymnodinialimonas hymeniacidonis,3126508,Gymnodinialimonas hymeniacidonis,0,1,pcuac_only,NA,WP_368474095.1,1
pseudomonas lijiangensis,2995658,Pseudomonas lijiangensis,0,1,pcuac_only,NA,WP_369004207.1,1
pseudomonas zhanjiangensis,3239015,Pseudomonas zhanjiangensis,0,1,pcuac_only,NA,WP_369289042.1,1
hyphococcus lacteus,3143536,Hyphococcus lacteus,0,1,pcuac_only,NA,WP_369313974.1,1
cognatiyoonia denitrificans,3237238,Cognatiyoonia denitrificans,0,1,pcuac_only,NA,WP_369440577.1,1
thermohahella caldifontis,3142973,Thermohahella caldifontis,0,1,pcuac_only,NA,WP_369602273.1,1
bradyrhizobium zaerense,3239388,Bradyrhizobium zaerense,0,1,pcuac_only,NA,WP_369723405.1,1
xanthomonas tesorieronis,3160839,Xanthomonas tesorieronis,0,1,pcuac_only,NA,WP_369938550.1,1
xanthomonas medicagonis,3160841,Xanthomonas medicagonis,0,1,pcuac_only,NA,WP_369939688.1,1
sulfitobacter rhodophyticola,3238304,Sulfitobacter rhodophyticola,0,1,pcuac_only,NA,WP_370400795.1,1
aquitalea aquatilis,1537400;2153366;407217,Aquitalea;Aquitalea aquatilis;Aquitalea sp. FJL05,0,1,pcuac_only,NA,WP_370449674.1,1
luteimonas salinilitoris,3237697,Luteimonas salinilitoris,0,1,pcuac_only,NA,WP_370562599.1,1
palleronia abyssalis,1501240,Palleronia abyssalis,0,1,pcuac_only,NA,WP_370739703.1,1
allorhizobium paknamense,1206817,Allorhizobium paknamense,0,1,pcuac_only,NA,WP_370878055.1,1
unclassified rhodosalinus,2630183;3239195;3239196,unclassified Rhodosalinus;Rhodosalinus sp. K401;Rhodosalinus sp. 5P4,0,1,pcuac_only,NA,WP_371055097.1,1
aliiroseovarius conchicola,3121637,Aliiroseovarius conchicola,0,1,pcuac_only,NA,WP_371169370.1,1
thalassotalea maritima,3242416,Thalassotalea maritima,0,1,pcuac_only,NA,WP_371186805.1,1
roseovarius conchicola,3121636,Roseovarius conchicola,0,1,pcuac_only,NA,WP_371226242.1,1
thalassotalea aquiviva,3242415,Thalassotalea aquiviva,0,1,pcuac_only,NA,WP_371374006.1,1
fretibacter rubidus,570162,Fretibacter rubidus,0,1,pcuac_only,NA,WP_371396311.1,1
ruegeria jejuensis,3233338,Ruegeria jejuensis,0,1,pcuac_only,NA,WP_372574517.1,1
ruegeria hyattellae,3233337,Ruegeria hyattellae,0,1,pcuac_only,NA,WP_372579385.1,1
aeromonas dhakensis,196024,Aeromonas dhakensis,0,1,pcuac_only,NA,WP_373342576.1,1
ideonella dechloratans,36863,Ideonella dechloratans,0,1,pcuac_only,NA,WP_374428098.1,1
yunchengibacter salinarum,3133399,Yunchengibacter salinarum,0,1,pcuac_only,NA,WP_374762897.1,1
pseudochrobactrum asaccharolyticum,354351,Pseudochrobactrum asaccharolyticum,0,1,pcuac_only,NA,WP_374788346.1,1
pseudochrobactrum kiredjianiae,386305,Pseudochrobactrum kiredjianiae,0,1,pcuac_only,NA,WP_374806446.1,1
paenochrobactrum pullorum,1324351,Paenochrobactrum pullorum,0,1,pcuac_only,NA,WP_374829025.1,1
daeguia caeni,439612,Daeguia caeni,0,1,pcuac_only,NA,WP_374830961.1,1
mycoplana ramosa,40837,Mycoplana ramosa,0,1,pcuac_only,NA,WP_374835367.1,1
paenochrobactrum glaciei,486407,Paenochrobactrum glaciei,0,1,pcuac_only,NA,WP_374844534.1,1
ensifer soli,3342379,Ensifer soli,0,1,pcuac_only,NA,WP_374887385.1,1
pseudomonas idahonensis,2942628,Pseudomonas idahonensis,0,1,pcuac_only,NA,WP_375107017.1,1
bradyrhizobium dasycarpae,3341829,Bradyrhizobium dasycarpae,0,1,pcuac_only,NA,WP_375160535.1,1
methylorubrum thiocyanatum,47958,Methylorubrum thiocyanatum,0,1,pcuac_only,NA,WP_375275817.1,1
ahrensia marina,1514904,Ahrensia marina,0,1,pcuac_only,NA,WP_375571050.1,1
devosia polycyclovorans,3345148,Devosia polycyclovorans,0,1,pcuac_only,NA,WP_375598680.1,1
arcobacter iocasae,2906515,Arcobacter iocasae,0,1,pcuac_only,NA,WP_375723038.1,1
nocardia colli,2545717,Nocardia colli,0,1,pcuac_only,NA,WP_375905544.1,1
pseudochrobactrum lubricantis,558172,Pseudochrobactrum lubricantis,0,1,pcuac_only,NA,WP_376709458.1,1
raskinella chloraquaticus,1951219,Raskinella chloraquaticus (SeqCode),0,1,pcuac_only,NA,WP_376802426.1,1
caenimonas terrae,696074,Caenimonas terrae,0,1,pcuac_only,NA,WP_376849097.1,1
bacterioplanoides pacificum,1171596,Bacterioplanoides pacificum,0,1,pcuac_only,NA,WP_376867562.1,1
azorhizophilus paspali,69963,Azorhizophilus paspali,0,1,pcuac_only,NA,WP_376943711.1,1
roseovarius aquimarinus,1229156,Roseovarius aquimarinus,0,1,pcuac_only,NA,WP_377169890.1,1
ruegeria meonggei,1446476,Ruegeria meonggei,0,1,pcuac_only,NA,WP_377186303.1,1
neorhizobium puerariae,1585791,Neorhizobium puerariae,0,1,pcuac_only,NA,WP_377266035.1,1
phenylobacterium terrae,2665495,Phenylobacterium terrae,0,1,pcuac_only,NA,WP_377282540.1,1
piscinibacterium candidicorallinum,1793872,Piscinibacterium candidicorallinum,0,1,pcuac_only,NA,WP_377304981.1,1
rheinheimera marina,1774958,Rheinheimera marina,0,1,pcuac_only,NA,WP_377334027.1,1
rhodocista pekingensis,201185,Rhodocista pekingensis,0,1,pcuac_only,NA,WP_377357622.1,1
marinomonas vaga,1236;1623218;28255,Gammaproteobacteria;Marinomonas vaga;Rhodanobacter aciditrophus,0,1,pcuac_only,NA,WP_377366371.1,1
affinirhizobium helianthi,1132695,Affinirhizobium helianthi,0,1,pcuac_only,NA,WP_377402816.1,1
unclassified ramlibacter,2617605;3273424;3459302,unclassified Ramlibacter;Ramlibacter sp. GCM10027632;Ramlibacter sp. MAHUQ-53,0,1,pcuac_only,NA,WP_377415329.1,1
paracoccus cavernae,1571207,Paracoccus cavernae,0,1,pcuac_only,NA,WP_377786174.1,1
paracoccus niistensis,632935,Paracoccus niistensis,0,1,pcuac_only,NA,WP_377700077.1,1
paracoccus angustae,1671480,Paracoccus angustae,0,1,pcuac_only,NA,WP_377762217.1,1
azotobacter bryophylli,1986537,Azotobacter bryophylli,0,1,pcuac_only,NA,WP_377814513.1,1
acidimangrovimonas pyrenivorans,2030798,Acidimangrovimonas pyrenivorans,0,1,pcuac_only,NA,WP_377830696.1,1
aquamicrobium segne,469547,Aquamicrobium segne,0,1,pcuac_only,NA,WP_378229204.1,1
actinokineospora guangxiensis,1490288,Actinokineospora guangxiensis,0,1,pcuac_only,NA,WP_378249429.1,1
rhodopseudomonas telluris,644215,Rhodopseudomonas telluris,0,1,pcuac_only,NA,WP_378391838.1,1
rhodoplanes azumiensis,1897628,Rhodoplanes azumiensis,0,1,pcuac_only,NA,WP_378475803.1,1
nocardia brasiliensis,37326,Nocardia brasiliensis,0,1,pcuac_only,NA,WP_378729721.1,1
methylopila musalis,1134781,Methylopila musalis,0,1,pcuac_only,NA,WP_378774926.1,1
mesorhizobium cantuariense,1300275,Mesorhizobium cantuariense,0,1,pcuac_only,NA,WP_378983431.1,1
paraherbaspirillum soli,631222,Paraherbaspirillum soli,0,1,pcuac_only,NA,WP_378993790.1,1
mesorhizobium calcicola,1300310,Mesorhizobium calcicola,0,1,pcuac_only,NA,WP_379017039.1,1
paracoccus simplex,2086346,Paracoccus simplex,0,1,pcuac_only,NA,WP_379030538.1,1
methylophilus flavus,640084,Methylophilus flavus,0,1,pcuac_only,NA,WP_379031207.1,1
methylophilus luteus,640108,Methylophilus luteus,0,1,pcuac_only,NA,WP_379056467.1,1
methyloligella solikamskensis,1177756,Methyloligella solikamskensis,0,1,pcuac_only,NA,WP_379091050.1,1
mesorhizobium newzealandense,1300302,Mesorhizobium newzealandense,0,1,pcuac_only,NA,WP_379103087.1,1
methylobacterium carpenticola,3344827,Methylobacterium carpenticola,0,1,pcuac_only,NA,WP_379131279.1,1
teichococcus globiformis,2307229,Teichococcus globiformis,0,1,pcuac_only,NA,WP_379593036.1,1
massilia consociata,760117,Massilia consociata,0,1,pcuac_only,NA,WP_379679400.1,1
massilia jejuensis,648894,Massilia jejuensis,0,1,pcuac_only,NA,WP_379719518.1,1
ferrovibrio xuzhouensis,1576914,Ferrovibrio xuzhouensis,0,1,pcuac_only,NA,WP_379722707.1,1
massilia haematophila,457923,Massilia haematophila,0,1,pcuac_only,NA,WP_379733197.1,1
halomonas tibetensis,2259590,Halomonas tibetensis,0,1,pcuac_only,NA,WP_379759135.1,1
massilia suwonensis,648895,Massilia suwonensis,0,1,pcuac_only,NA,WP_379760835.1,1
massilia niabensis,544910,Massilia niabensis,0,1,pcuac_only,NA,WP_379780667.1,1
lacibacterium aquatile,1168082,Lacibacterium aquatile,0,1,pcuac_only,NA,WP_379875862.1,1
marinobacter lacisalsi,475979,Marinobacter lacisalsi,0,1,pcuac_only,NA,WP_379890147.1,1
marinibaculum pumilum,1766165,Marinibaculum pumilum,0,1,pcuac_only,NA,WP_379901093.1,1
lacimonas salitolerans,1323750,Lacimonas salitolerans,0,1,pcuac_only,NA,WP_379911952.1,1
dongia sedimenti,3064282,Dongia sedimenti,0,1,pcuac_only,NA,WP_379954454.1,1
cypionkella sinensis,1756043,Cypionkella sinensis,0,1,pcuac_only,NA,WP_380074309.1,1
delftia deserti,1651218,Delftia deserti,0,1,pcuac_only,NA,WP_380106184.1,1
salinisphaera aquimarina,2094031,Salinisphaera aquimarina,0,1,pcuac_only,NA,WP_380687673.1,1
seohaeicola nanhaiensis,1387282;1387282;1569283;481178,Seohaeicola;Seohaeicola nanhaiensis;Seohaeicola zhoushanensis,0,1,pcuac_only,NA,WP_380717660.1,1
seminibacterium arietis,1173502,Seminibacterium arietis,0,1,pcuac_only,NA,WP_380821075.1,1
streptomyces caeni,2307231,Streptomyces caeni,0,1,pcuac_only,NA,WP_381082746.1,1
sphingosinicella xenopeptidilytica,364098,Sphingosinicella xenopeptidilytica,0,1,pcuac_only,NA,WP_381489225.1,1
sphingorhabdus buctiana,1508805,Sphingorhabdus buctiana,0,1,pcuac_only,NA,WP_381511295.1,1
hydrogenophaga luteola,1591122,Hydrogenophaga luteola,0,1,pcuac_only,NA,WP_382174002.1,1
herminiimonas aquatilis,345342,Herminiimonas aquatilis,0,1,pcuac_only,NA,WP_382233787.1,1
herminiimonas glaciei,523788,Herminiimonas glaciei,0,1,pcuac_only,NA,WP_382272101.1,1
glaciecola siphonariae,521012,Glaciecola siphonariae,0,1,pcuac_only,NA,WP_382408637.1,1
giesbergeria sinuosa,180194;352449;80883,Giesbergeria sinuosa;Giesbergeria giesbergeri;Giesbergeria,0,1,pcuac_only,NA,WP_382432888.1,1
thiorhodococcus fuscus,527200,Thiorhodococcus fuscus,0,1,pcuac_only,NA,WP_386026837.1,1
vogesella facilis,1655232,Vogesella facilis,0,1,pcuac_only,NA,WP_386091613.1,1
sulfitobacter sediminivivens,3252902,Sulfitobacter sediminivivens,0,1,pcuac_only,NA,WP_386177822.1,1
streptomyces roseolus,67358,Streptomyces roseolus,0,1,pcuac_only,NA,WP_386757672.1,1
affinundibacterium danionis,1812100,Affinundibacterium danionis,0,1,pcuac_only,NA,WP_390214021.1,1
halodurantibacterium flavum,1382802,Halodurantibacterium flavum,0,1,pcuac_only,NA,WP_390263279.1,1
unclassified rickettsia,114295;3348345;3414740,unclassified Rickettsia;Rickettsia sp. 2024-CO-Wats;Rickettsia sp. 2024-CO-Wats-2,0,1,pcuac_only,NA,WP_392506665.1,1
unclassified saccharospirillum,2633430;3157713;3157716,unclassified Saccharospirillum;Saccharospirillum sp. HFRX-1;Saccharospirillum sp. HFRX-2,0,1,pcuac_only,NA,WP_392800503.1,1
micromonospora echinaurantiaca,47857,Micromonospora echinaurantiaca,0,1,pcuac_only,NA,WP_393345974.1,1
roseovarius roseus,3342636,Roseovarius roseus,0,1,pcuac_only,NA,WP_393935076.1,1
roseovarius maritimus,3342637,Roseovarius maritimus,0,1,pcuac_only,NA,WP_393960971.1,1
xanthobacter nonsaccharivorans,3119912,Xanthobacter nonsaccharivorans,0,1,pcuac_only,NA,WP_393980360.1,1
xanthobacter cornucopiae,3119924,Xanthobacter cornucopiae,0,1,pcuac_only,NA,WP_393995138.1,1
roseixanthobacter pseudopolyaromaticivorans,3119920,Roseixanthobacter pseudopolyaromaticivorans,0,1,pcuac_only,NA,WP_394015191.1,1
xanthobacter pseudotagetidis,3119911,Xanthobacter pseudotagetidis,0,1,pcuac_only,NA,WP_394018168.1,1
xanthobacter wiegelii,3119913,Xanthobacter wiegelii,0,1,pcuac_only,NA,WP_394031191.1,1
roseixanthobacter liquoris,3119921,Roseixanthobacter liquoris,0,1,pcuac_only,NA,WP_394046325.1,1
xanthobacter variabilis,3119932,Xanthobacter variabilis,0,1,pcuac_only,NA,WP_394058773.1,1
roseixanthobacter glucoisosaccharinicivorans,3119923,Roseixanthobacter glucoisosaccharinicivorans,0,1,pcuac_only,NA,WP_394072319.1,1
roseixanthobacter finlandensis,3119922,Roseixanthobacter finlandensis,0,1,pcuac_only,NA,WP_394083125.1,1
shewanella maritima,2520507,Shewanella maritima,0,1,pcuac_only,NA,WP_394130331.1,1
vibrio atypicus,558271,Vibrio atypicus,0,1,pcuac_only,NA,WP_394143709.1,1
paracoccus panacisoli,1510163,Paracoccus panacisoli,0,1,pcuac_only,NA,WP_394317849.1,1
kinneretia aquatilis,2070761,Kinneretia aquatilis,0,1,pcuac_only,NA,WP_394341035.1,1
pelomonas baiyunensis,3299026,Pelomonas baiyunensis,0,1,pcuac_only,NA,WP_394384831.1,1
roseateles rivi,3299028,Roseateles rivi,0,1,pcuac_only,NA,WP_394462644.1,1
ningiella algicola,3023715,Ningiella algicola,0,1,pcuac_only,NA,WP_395340412.1,1
marinicella algicola,3023713,Marinicella algicola,0,1,pcuac_only,NA,WP_395374965.1,1
casimicrobium huifangae,2591109,Casimicrobium huifangae,0,1,pcuac_only,NA,WP_395706279.1,1
unclassified bermanella,2627862;3093849;3093852,unclassified Bermanella;Bermanella sp. R86531;Bermanella sp. R86510,0,1,pcuac_only,NA,WP_396587617.1,1
paracoccus jiaweipingae,3366951,Paracoccus jiaweipingae,0,1,pcuac_only,NA,WP_397206709.1,1
roseovarius salis,3376063,Roseovarius salis,0,1,pcuac_only,NA,WP_397542712.1,1
vreelandella lionensis,1144478,Vreelandella lionensis,0,1,pcuac_only,NA,WP_490175629.1,1
pseudomonas caricapapayae,46678,Pseudomonas caricapapayae,0,1,pcuac_only,NA,WP_400171857.1,1
pseudomonas cyclaminis,2781239,Pseudomonas cyclaminis,0,1,pcuac_only,NA,WP_400524635.1,1
caenispirillum salinarum,859058,Caenispirillum salinarum,0,1,pcuac_only,NA,WP_404382837.1,1
massilia paldalensis,3377675,Massilia paldalensis,0,1,pcuac_only,NA,WP_404532305.1,1
agromyces mediolanus,41986,Agromyces mediolanus,0,1,pcuac_only,NA,WP_404773835.1,1
brucella amazoniensis,2837955,Brucella amazoniensis,0,1,pcuac_only,NA,WP_404781565.1,1
celeribacter naphthalenivorans,1614694,Celeribacter naphthalenivorans,0,1,pcuac_only,NA,WP_404814960.1,1
unclassified paenochrobactrum,2639760;3378075;3378076,unclassified Paenochrobactrum;Paenochrobactrum sp. BZR 201-1;Paenochrobactrum sp. BZR 588,0,1,pcuac_only,NA,WP_404907221.1,1
marinospirillum alkalitolerans,3123374,Marinospirillum alkalitolerans,0,1,pcuac_only,NA,WP_405336270.1,1
ancylobacter terrae,3342077,Ancylobacter terrae,0,1,pcuac_only,NA,WP_405702118.1,1
methyloraptor flagellatus,3162530,Methyloraptor flagellatus,0,1,pcuac_only,NA,WP_407049592.1,1
campylobacter canis,3378588,Campylobacter canis,0,1,pcuac_only,NA,WP_407064217.1,1
methylobacterium oryzisoli,3385502,Methylobacterium oryzisoli,0,1,pcuac_only,NA,WP_407522193.1,1
tateyamaria armeniaca,2518930,Tateyamaria armeniaca,0,1,pcuac_only,NA,WP_407590272.1,1
vibrio ostreae,2841925,Vibrio ostreae,0,1,pcuac_only,NA,WP_407701866.1,1
thalassococcus profundi,2282382,Thalassococcus profundi,0,1,pcuac_only,NA,WP_407703179.1,1
bordetella saccharivorans,3692173,Bordetella saccharivorans,0,1,pcuac_only,NA,WP_407849746.1,1
mesorhizobium xinjiangense,2678685,Mesorhizobium xinjiangense,0,1,pcuac_only,NA,WP_407941306.1,1
bartonella bennetti,3070220,Bartonella bennetti,0,1,pcuac_only,NA,WP_407966245.1,1
