species,taxid,organism_name,nirK_present,pcuac_present,class,nirK_rep_accession,pcuac_rep_accession,species_resolved
uncultured thiobacillus,1895858;189996;2646513;924;1895861;189996,Thiobacillus sp.;uncultured Thiobacillus sp.;Thiobacillus sp. 0-1251;unclassified Thiobacillus,0,1,pcuac_only,NA,WP_296641239.1,1
uncultured porticoccus,1256050,uncultured Porticoccus sp.,0,1,pcuac_only,NA,WP_297190014.1,1
uncultured photobacterium,173973,uncultured Photobacterium sp.,0,1,pcuac_only,NA,WP_299017917.1,1
nitratireductor aquimarinus,1872084;245876;889300;889300,Nitratireductor aquimarinus,0,1,pcuac_only,NA,WP_297558958.1,1
uncultured roseicyclus,1914329;543072,uncultured Roseicyclus sp.;Roseicyclus sp.,0,1,pcuac_only,NA,WP_297618672.1,1
uncultured caldilinea,2293560;233191;435295;859243,Caldilinea;uncultured Caldilinea sp.;Caldilinea tarbellica;Caldilinea sp.,0,1,pcuac_only,NA,WP_297638763.1,1
uncultured aquabacterium,158753,uncultured Aquabacterium sp.,0,1,pcuac_only,NA,WP_298009815.1,1
uncultured azohydromonas,487342,uncultured Azohydromonas sp.,0,1,pcuac_only,NA,WP_298234513.1,1
uncultured ferrimonas,432640,uncultured Ferrimonas sp.,0,1,pcuac_only,NA,WP_298441435.1,1
uncultured luteimonas,453144,uncultured Luteimonas sp.,0,1,pcuac_only,NA,WP_298574920.1,1
uncultured limnohabitans,509119;768543;768543,uncultured Limnohabitans sp.,0,1,pcuac_only,NA,WP_298598807.1,1
uncultured lentibacter,1659309,uncultured Lentibacter sp.,0,1,pcuac_only,NA,WP_298680254.1,1
uncultured arcobacter,165434,uncultured Arcobacter sp.,0,1,pcuac_only,NA,WP_298753965.1,1
uncultured chloroflexus,214040,uncultured Chloroflexus sp.,0,1,pcuac_only,NA,WP_298817386.1,1
uncultured piscinibacter,1131835,uncultured Piscinibacter sp.,0,1,pcuac_only,NA,WP_298823924.1,1
uncultured ruegeria,259304,uncultured Ruegeria sp.,0,1,pcuac_only,NA,WP_298936969.1,1
uncultured aquimonas,385483,uncultured Aquimonas sp.,0,1,pcuac_only,NA,WP_298856350.1,1
uncultured psychromonas,173974,uncultured Psychromonas sp.,0,1,pcuac_only,NA,WP_299668053.1,1
uncultured tateyamaria,3417464;455651;455651,uncultured Tateyamaria sp.,0,1,pcuac_only,NA,WP_299046487.1,1
uncultured halomonas,173971,uncultured Halomonas sp.,0,1,pcuac_only,NA,WP_299316141.1,1
sphingomonas bacterium,1895847,Sphingomonas bacterium,0,1,pcuac_only,NA,WP_299425797.1,1
uncultured rhodospira,1936189,uncultured Rhodospira sp.,0,1,pcuac_only,NA,WP_299444238.1,1
uncultured jannaschia,293347,uncultured Jannaschia sp.,0,1,pcuac_only,NA,WP_299653756.1,1
uncultured endozoicomonas,432652,uncultured Endozoicomonas sp.,0,1,pcuac_only,NA,WP_299730019.1,1
uncultured pseudoteredinibacter,1641701,uncultured Pseudoteredinibacter sp.,0,1,pcuac_only,NA,WP_299775164.1,1
uncultured cocleimonas,1051587,uncultured Cocleimonas sp.,0,1,pcuac_only,NA,WP_299874293.1,1
uncultured pelagimonas,1618102,uncultured Pelagimonas sp.,0,1,pcuac_only,NA,WP_299927168.1,1
paenalcaligenes hermetiae,1100891;1157987;1966342,Paenalcaligenes;Paenalcaligenes hermetiae;Paenalcaligenes sp.,0,1,pcuac_only,NA,WP_300646754.1,1
bradyrhizobium roseum,3056648,Bradyrhizobium roseum,0,1,pcuac_only,NA,WP_300947726.1,1
unclassified thalassolituus,1947664;2030822;2624967,Thalassolituus sp. UBA3500;Thalassolituus sp.;unclassified Thalassolituus,0,1,pcuac_only,NA,WP_301180543.1,1
pandoraea cepalis,2508294,Pandoraea cepalis,0,1,pcuac_only,NA,WP_301236581.1,1
eleftheria terrae,1597781,Eleftheria terrae,0,1,pcuac_only,NA,WP_301257829.1,1
rhizobium oryzicola,1232668,Rhizobium oryzicola,0,1,pcuac_only,NA,WP_302077965.1,1
uncultured hydrogenophaga,199683,uncultured Hydrogenophaga sp.,0,1,pcuac_only,NA,WP_302175685.1,1
gilvimarinus gilvus,3058038,Gilvimarinus gilvus,0,1,pcuac_only,NA,WP_302724457.1,1
unclassified aliiglaciecola,2593648;3062640;3062641,unclassified Aliiglaciecola;Aliiglaciecola sp. 1_MG-2023;Aliiglaciecola sp. 2_MG-2023,0,1,pcuac_only,NA,WP_303500748.1,1
mariluticola halotolerans,2909283,Mariluticola halotolerans,0,1,pcuac_only,NA,WP_303617450.1,1
fluviirhizobium alvei,1132659,Fluviirhizobium alvei,0,1,pcuac_only,NA,WP_304374670.1,1
pseudomonas boreofloridensis,286;3064348;326927,Pseudomonas;Pseudomonas sp. SC11;Pseudomonas boreofloridensis,0,1,pcuac_only,NA,WP_304484946.1,1
pseudomonas serbiensis,3064350,Pseudomonas serbiensis,0,1,pcuac_only,NA,WP_304574771.1,1
methylobacterium ajmalii,2738439;407;409,Methylobacterium;Methylobacterium sp.;Methylobacterium ajmalii,0,1,pcuac_only,NA,WP_305079531.1,1
stenotrophomonas raiganjensis,3064902,Stenotrophomonas raiganjensis (SeqCode),0,1,pcuac_only,NA,WP_305099306.1,1
paracoccus wurundjeri,3470150,Paracoccus wurundjeri,0,1,pcuac_only,NA,WP_305290542.1,1
unclassified oceanobacter,2620260;3062618;3062619;2620260;3062622;3062623,unclassified Oceanobacter;Oceanobacter sp. 1_MG-2023;Oceanobacter sp. 2_MG-2023,0,1,pcuac_only,NA,WP_305413929.1,1
methylobacterium amylolyticum,3071472,Methylobacterium amylolyticum,0,1,pcuac_only,NA,WP_305525296.1,1
leptothrix discophora,89,Leptothrix discophora,0,1,pcuac_only,NA,WP_305748003.1,1
massilia brevitalea,442526,Massilia brevitalea,0,1,pcuac_only,NA,WP_305822662.1,1
hahella aquimaris,3015983,Hahella aquimaris,0,1,pcuac_only,NA,WP_305905416.1,1
alkalimonas delamerensis,265981,Alkalimonas delamerensis,0,1,pcuac_only,NA,WP_305943976.1,1
paracoccus spongiarum,3064387,Paracoccus spongiarum,0,1,pcuac_only,NA,WP_305963343.1,1
unclassified mameliella,2630630;3046714;3046718;3046721;3046725,unclassified Mameliella;Mameliella sp. MMSF_3455;Mameliella sp. MMSF_3510;Mameliella sp. MMSF_3537;Mameliella sp. MMSF_3552,0,1,pcuac_only,NA,WP_305971913.1,1
unclassified roseibium,1936156;2629323;3046723;2629323;3046691;3046708;3466778;2629323;3477772;3477773,unclassified Roseibium;Roseibium sp. AWQ4_290;Roseibium sp. AWQ4_254,0,1,pcuac_only,NA,WP_305984260.1,1
unclassified roseitalea,2639107;3046716;3046719;3046724,unclassified Roseitalea;Roseitalea sp. MMSF_3504;Roseitalea sp. MMSF_3516;Roseitalea sp. MMSF_3546,0,1,pcuac_only,NA,WP_306119233.1,1
ruegeria discodermiae,3064389,Ruegeria discodermiae,0,1,pcuac_only,NA,WP_306202325.1,1
allobosea beijingensis,3068632;3068632;3407645;85413,Allobosea;Allobosea beijingensis;Allobosea sp. FG18,0,1,pcuac_only,NA,WP_306227938.1,1
shewanella marina,1236542;487319,Shewanella marina;Shewanella marina JCM 15074,0,1,pcuac_only,NA,WP_306302241.1,1
unclassified nocardia,2637762;3044157;3044158;2637762;3345505;3345979;2637762;3413786;3413789,unclassified Nocardia;Nocardia sp. bgisy118;Nocardia sp. bgisy134,0,1,pcuac_only,NA,WP_431965739.1,1
methylophilus aquaticus,1971610,Methylophilus aquaticus,0,1,pcuac_only,NA,WP_306388647.1,1
ectorhizobium quercum,2965071,Ectorhizobium quercum,0,1,pcuac_only,NA,WP_306410618.1,1
paracoccus yibinensis,3068891,Paracoccus yibinensis,0,1,pcuac_only,NA,WP_306609170.1,1
pseudogemmobacter lacusdianii,3069608,Pseudogemmobacter lacusdianii,0,1,pcuac_only,NA,WP_306678932.1,1
natronospira bacteriovora,3069753,Natronospira bacteriovora,0,1,pcuac_only,NA,WP_306727412.1,1
marinimicrobium hydrolyticum,3069751,Marinimicrobium hydrolyticum,0,1,pcuac_only,NA,WP_306733235.1,1
marimonas arenosa,1795305,Marimonas arenosa,0,1,pcuac_only,NA,WP_306735247.1,1
paracoccus actinidiae,3064531,Paracoccus actinidiae,0,1,pcuac_only,NA,WP_306754030.1,1
neorhizobium huautlense,67774,Neorhizobium huautlense,0,1,pcuac_only,NA,WP_306834879.1,1
amorphus orientalis,649198,Amorphus orientalis,0,1,pcuac_only,NA,WP_306884159.1,1
ancylobacter amanitiformis,217069,Ancylobacter amanitiformis,0,1,pcuac_only,NA,WP_306891513.1,1
achromobacter seleniivolatilans,3047478,Achromobacter seleniivolatilans,0,1,pcuac_only,NA,WP_306941794.1,1
ancylobacter vacuolatus,223389,Ancylobacter vacuolatus,0,1,pcuac_only,NA,WP_307060914.1,1
rhodopseudomonas julia,200617,Rhodopseudomonas julia,0,1,pcuac_only,NA,WP_307155137.1,1
pararhizobium capsulatum,1121113;34014,Pararhizobium capsulatum;Pararhizobium capsulatum DSM 1112,0,1,pcuac_only,NA,WP_307230174.1,1
labrys wisconsinensis,425677,Labrys wisconsinensis,0,1,pcuac_only,NA,WP_307280833.1,1
caulobacter ginsengisoli,400775,Caulobacter ginsengisoli,0,1,pcuac_only,NA,WP_307352635.1,1
peteryoungia aggregata,1368425;34013,Peteryoungia aggregata;Peteryoungia aggregata LMG 23059,0,1,pcuac_only,NA,WP_307372379.1,1
pseudomonas cedrina,651740,Pseudomonas cedrina,0,1,pcuac_only,NA,WP_307392283.1,1
pseudokordiimonas caeni,2997908,Pseudokordiimonas caeni,0,1,pcuac_only,NA,WP_308911350.1,1
lysobacter yananisis,1003114,Lysobacter yananisis,0,1,pcuac_only,NA,WP_309152990.1,1
halomonas mongoliensis,321265,Halomonas mongoliensis,0,1,pcuac_only,NA,WP_309635428.1,1
vreelandella vilamensis,531309,Vreelandella vilamensis,0,1,pcuac_only,NA,WP_309655579.1,1
franzmannia qiaohouensis,1329370,Franzmannia qiaohouensis,0,1,pcuac_only,NA,WP_309724227.1,1
inquilinus ginsengisoli,363840,Inquilinus ginsengisoli,0,1,pcuac_only,NA,WP_309801724.1,1
paracidovorax wautersii,1177982,Paracidovorax wautersii,0,1,pcuac_only,NA,WP_309828815.1,1
allobosea robiniae,1036780;2817907;2817908;2818430;85413,Allobosea;Allobosea robiniae;Allobosea sp. BE168;Allobosea sp. BE109;Allobosea sp. BE271,0,1,pcuac_only,NA,WP_310089332.1,1
rhodoferax ferrireducens,192843,Rhodoferax ferrireducens,0,1,pcuac_only,NA,WP_310376839.1,1
ruixingdingia sedimenti,3073604,Ruixingdingia sedimenti,0,1,pcuac_only,NA,WP_310456346.1,1
shewanella youngdeokensis,2999068,Shewanella youngdeokensis,0,1,pcuac_only,NA,WP_310472287.1,1
flexibacterium corallicola,3037259,Flexibacterium corallicola,0,1,pcuac_only,NA,WP_310621018.1,1
rhizobium redzepovicii,2867518,Rhizobium redzepovicii,0,1,pcuac_only,NA,WP_310806452.1,1
pseudomonas rhizozeae,3074380,Pseudomonas rhizozeae,0,1,pcuac_only,NA,WP_310845731.1,1
mesorhizobium koreense,3074855,Mesorhizobium koreense,0,1,pcuac_only,NA,WP_311030021.1,1
paracoccus aurantius,3073814,Paracoccus aurantius,0,1,pcuac_only,NA,WP_311159565.1,1
stenotrophomonas aracearum,3003272,Stenotrophomonas aracearum,0,1,pcuac_only,NA,WP_311184649.1,1
stenotrophomonas oahuensis,3003271,Stenotrophomonas oahuensis,0,1,pcuac_only,NA,WP_311190568.1,1
banduia mediterranea,3075609,Banduia mediterranea,0,1,pcuac_only,NA,WP_311366243.1,1
thalassotalea castellviae,3075612,Thalassotalea castellviae,0,1,pcuac_only,NA,WP_311583917.1,1
paracoccus broussonetiae,3075834;3075834;3373869,Paracoccus broussonetiae;Paracoccus broussonetiae subsp. drimophilus,0,1,pcuac_only,NA,WP_311760092.1,1
ferirhizobium litorale,2927786,Ferirhizobium litorale,0,1,pcuac_only,NA,WP_311786653.1,1
shewanella vaxholmensis,3063535,Shewanella vaxholmensis,0,1,pcuac_only,NA,WP_311906838.1,1
labrys neptuniae,204476;3237479;3404917;3416688;3685853;376174;204476;3377041;376174;376174,Labrys neptuniae,0,1,pcuac_only,NA,WP_311938036.1,1
pseudomonas cremoris,2724178,Pseudomonas cremoris,0,1,pcuac_only,NA,WP_312496872.1,1
paracoccus jeotgali,2065379,Paracoccus jeotgali,0,1,pcuac_only,NA,WP_313138055.1,1
stakelama saccharophila,3075605,Stakelama saccharophila,0,1,pcuac_only,NA,WP_313917368.1,1
bradyrhizobium cosmicum,1404864,Bradyrhizobium cosmicum,0,1,pcuac_only,NA,WP_314958638.1,1
lautropia mirabilis,47671,Lautropia mirabilis,0,1,pcuac_only,NA,WP_315550881.1,1
roseateles aquae,3077235,Roseateles aquae,0,1,pcuac_only,NA,WP_315652286.1,1
sphingosinicella rhizophila,3050082,Sphingosinicella rhizophila,0,1,pcuac_only,NA,WP_315726879.1,1
bradyrhizobium prioriisuperbiae,2854389,Bradyrhizobium prioriisuperbiae,0,1,pcuac_only,NA,WP_315832852.1,1
paraglaciecola aquimarina,1235557,Paraglaciecola aquimarina,0,1,pcuac_only,NA,WP_316024891.1,1
candidatus thiodiazotropha,3065865;3478885;3478887,Candidatus Thiodiazotropha sp. AKIB8,0,1,pcuac_only,NA,WP_316366494.1,1
sedimentitalea todarodis,1631240,Sedimentitalea todarodis,0,1,pcuac_only,NA,WP_316775333.1,1
shumkonia mesophila,2838854,Shumkonia mesophila,0,1,pcuac_only,NA,WP_316975791.1,1
sphingomonas agrestis,3080540,Sphingomonas agrestis,0,1,pcuac_only,NA,WP_317224652.1,1
bradyrhizobium tunisiense,3080014;3278709;374;3278709,Bradyrhizobium tunisiense,0,1,pcuac_only,NA,WP_317239331.1,1
tritonibacter scottomollicae,483013,Tritonibacter scottomollicae,0,1,pcuac_only,NA,WP_317386677.1,1
rhodalgimonas zhirmunskyi,2964767,Rhodalgimonas zhirmunskyi,0,1,pcuac_only,NA,WP_317626390.1,1
pseudothioclava alba,3080562,Pseudothioclava alba,0,1,pcuac_only,NA,WP_317673463.1,1
terasakiella sediminum,3080561,Terasakiella sediminum,0,1,pcuac_only,NA,WP_317684817.1,1
diaphorobacter limosus,3036128,Diaphorobacter limosus,0,1,pcuac_only,NA,WP_317703253.1,1
bartonella gliris,3004109,Bartonella gliris,0,1,pcuac_only,NA,WP_317992544.1,1
uncultured cohaesibacter,1002546,uncultured Cohaesibacter sp.,0,1,pcuac_only,NA,WP_321336214.1,1
nesiotobacter zosterae,392721,Nesiotobacter zosterae,0,1,pcuac_only,NA,WP_319621490.1,1
mesorhizobium australafricanum,3072311,Mesorhizobium australafricanum,0,1,pcuac_only,NA,WP_320215404.1,1
mesorhizobium captivum,3072319,Mesorhizobium captivum,0,1,pcuac_only,NA,WP_320228122.1,1
mesorhizobium montanum,3072323,Mesorhizobium montanum,0,1,pcuac_only,NA,WP_320230651.1,1
mesorhizobium vachelliae,3072309,Mesorhizobium vachelliae,0,1,pcuac_only,NA,WP_320246074.1,1
mesorhizobium dulcispinae,3072316,Mesorhizobium dulcispinae,0,1,pcuac_only,NA,WP_320261743.1,1
mesorhizobium album,3072314,Mesorhizobium album,0,1,pcuac_only,NA,WP_320285725.1,1
mesorhizobium humile,3072313,Mesorhizobium humile,0,1,pcuac_only,NA,WP_320296932.1,1
zoogloea oleivorans,1552750;1552750;349;49181,Zoogloea;Zoogloea sp.;Zoogloea oleivorans,0,1,pcuac_only,NA,WP_320382331.1,1
roseateles agri,3098619,Roseateles agri,0,1,pcuac_only,NA,WP_320424808.1,1
uncultured celeribacter,1303376,uncultured Celeribacter sp.,0,1,pcuac_only,NA,WP_321364349.1,1
denitrificimonas halotolerans,3098930,Denitrificimonas halotolerans,0,1,pcuac_only,NA,WP_321553048.1,1
pseudomonas kulmbachensis,3043408,Pseudomonas kulmbachensis,0,1,pcuac_only,NA,WP_321834789.1,1
pseudomonas paraveronii,3040598,Pseudomonas paraveronii,0,1,pcuac_only,NA,WP_321851660.1,1
fulvimarina uroteuthidis,3098149,Fulvimarina uroteuthidis,0,1,pcuac_only,NA,WP_322187796.1,1
labrys sedimenti,3106036,Labrys sedimenti,0,1,pcuac_only,NA,WP_322429746.1,1
unclassified yoonia,2629118;3081448;3081449;2629118;3081450;3081451,unclassified Yoonia;Yoonia sp. 67-2;Yoonia sp. 67,0,1,pcuac_only,NA,WP_322889133.1,1
pseudomonas spirodelae,3101751,Pseudomonas spirodelae,0,1,pcuac_only,NA,WP_322950473.1,1
massilia phyllosphaerae,3106034,Massilia phyllosphaerae,0,1,pcuac_only,NA,WP_323144379.1,1
pseudomonas alvandae,2842348;2842348;286;3064903,Pseudomonas;Pseudomonas alvandae;Pseudomonas sp. BP11-1-1,0,1,pcuac_only,NA,WP_323154791.1,1
nodularia spumigena,3110298;70799,Nodularia spumigena;Nodularia spumigena CH309,0,1,pcuac_only,NA,WP_323209745.1,1
unclassified glaciimonas,2644401;3048621;3048625,unclassified Glaciimonas;Glaciimonas sp. Cout2;Glaciimonas sp. Gout2,0,1,pcuac_only,NA,WP_323507024.1,1
thiobacillus sedimenti,3110231,Thiobacillus sedimenti,0,1,pcuac_only,NA,WP_324779695.1,1
mesobacterium hydrothermale,3111907,Mesobacterium hydrothermale,0,1,pcuac_only,NA,WP_326298489.1,1
noviherbaspirillum album,3080276,Noviherbaspirillum album,0,1,pcuac_only,NA,WP_326506578.1,1
cognatazoarcus halotolerans,2686016,Cognatazoarcus halotolerans,0,1,pcuac_only,NA,WP_327515940.1,1
marinimicrococcus flavescens,3031815,Marinimicrococcus flavescens,0,1,pcuac_only,NA,WP_327787339.1,1
unclassified micromonospora,2617518;2742132;3364224;2617518;2975976;3469484,unclassified Micromonospora;Verrucosispora sp. NA02020;Micromonospora sp. NPDC003816,0,1,pcuac_only,NA,WP_328346408.1,1
micromonospora globbae,1894969,Micromonospora globbae,0,1,pcuac_only,NA,WP_328850174.1,1
pseudomonas japonica,1215104;256466;286;3078197;256466;256466;286;3115852,Pseudomonas japonica,0,1,pcuac_only,NA,WP_330075741.1,1
alkalimonas mucilaginosa,265980;3057676;3144846,Alkalimonas;Alkalimonas mucilaginosa;Alkalimonas sp. NCh-2,0,1,pcuac_only,NA,WP_330086656.1,1
pseudomonas carassii,3115855,Pseudomonas carassii,0,1,pcuac_only,NA,WP_330102821.1,1
alkalimonas cellulosilytica,3058395,Alkalimonas cellulosilytica,0,1,pcuac_only,NA,WP_330128250.1,1
thioclava litoralis,285107;3076557;3131929,Thioclava;Thioclava litoralis;Thioclava sp. GXIMD4216,0,1,pcuac_only,NA,WP_330629446.1,1
methylobacterium oryzae,334852;334852;3388793;3390590;407,Methylobacterium oryzae,0,1,pcuac_only,NA,WP_331299363.1,1
methylobacterium mesophilicum,39956,Methylobacterium mesophilicum,0,1,pcuac_only,NA,WP_331312876.1,1
sinorhizobium chiapasense,501572,Sinorhizobium chiapasense,0,1,pcuac_only,NA,WP_331374377.1,1
consotaella aegiceratis,3097961,Consotaella aegiceratis,0,1,pcuac_only,NA,WP_331686429.1,1
bartonella rhinolophi,3113620,Bartonella rhinolophi,0,1,pcuac_only,NA,WP_332059880.1,1
bartonella eidoli,3112254,Bartonella eidoli,0,1,pcuac_only,NA,WP_332065278.1,1
aquincola agrisoli,3119538,Aquincola agrisoli,0,1,pcuac_only,NA,WP_332290724.1,1
achromobacter semiaridum,222;3077328;3341852,Achromobacter;Achromobacter sp. ESBL13;Achromobacter semiaridum,0,1,pcuac_only,NA,WP_332609656.1,1
pelagibacterium mangrovi,3119828,Pelagibacterium mangrovi,0,1,pcuac_only,NA,WP_332717037.1,1
magnetovibrio massiliensis,3120356,Magnetovibrio massiliensis,0,1,pcuac_only,NA,WP_332894354.1,1
aliiroseovarius salicola,3009082,Aliiroseovarius salicola,0,1,pcuac_only,NA,WP_333780713.1,1
nereida ignava,282199,Nereida ignava,0,1,pcuac_only,NA,WP_334067885.1,1
pannonibacter anstelovis,3121537,Pannonibacter anstelovis,0,1,pcuac_only,NA,WP_334250234.1,1
roseateles microcysteis,3119057;3228748;93681,Roseateles;Roseateles microcysteis;Paucibacter sp. JuS9,0,1,pcuac_only,NA,WP_334277200.1,1
gemmobacter denitrificans,3123040,Gemmobacter denitrificans,0,1,pcuac_only,NA,WP_335421765.1,1
rheinheimera metallidurans,2925781,Rheinheimera metallidurans,0,1,pcuac_only,NA,WP_335739440.1,1
rhizobium aouanii,3118145,Rhizobium aouanii,0,1,pcuac_only,NA,WP_335915040.1,1
nitratireductor rhodophyticola,2854036,Nitratireductor rhodophyticola,0,1,pcuac_only,NA,WP_336071177.1,1
lysobacter firmicutimachus,1792846,Lysobacter firmicutimachus,0,1,pcuac_only,NA,WP_336132813.1,1
vreelandella indica,3126500,Vreelandella indica,0,1,pcuac_only,NA,WP_336274683.1,1
bartonella occidentalis,3112256,Bartonella occidentalis,0,1,pcuac_only,NA,WP_336278734.1,1
bartonella propinqua,3385560,Bartonella propinqua,0,1,pcuac_only,NA,WP_336287655.1,1
bartonella vaga,3112257,Bartonella vaga,0,1,pcuac_only,NA,WP_336293716.1,1
methylobacterium nigriterrae,3127512,Methylobacterium nigriterrae,0,1,pcuac_only,NA,WP_336488494.1,1
mesorhizobium argentiipisi,3015175,Mesorhizobium argentiipisi (SeqCode),0,1,pcuac_only,NA,WP_337094976.1,1
mesorhizobium salmacidum,3015171,Mesorhizobium salmacidum (SeqCode),0,1,pcuac_only,NA,WP_337105397.1,1
novosphingobium olei,2728851,Novosphingobium olei,0,1,pcuac_only,NA,WP_338114864.1,1
planctobacterium marinum,1631968,Planctobacterium marinum,0,1,pcuac_only,NA,WP_338293405.1,1
uncultured sphaerotilus,474984,uncultured Sphaerotilus sp.,0,1,pcuac_only,NA,WP_338414951.1,1
nitratireductor thuwali,2267699,Nitratireductor thuwali,0,1,pcuac_only,NA,WP_338530727.1,1
brevundimonas olei,657642,Brevundimonas olei,0,1,pcuac_only,NA,WP_338578364.1,1
pelagibacterium nitratireducens,1046114;1046114;1082930;1967288;1046114;1159875,Pelagibacterium nitratireducens;uncultured Pelagibacterium sp.,0,1,pcuac_only,NA,WP_338607405.1,1
pseudomonas vesperimontis,3133144,Pseudomonas vesperimontis,0,1,pcuac_only,NA,WP_339079985.1,1
azoarcus taiwanensis,666964,Azoarcus taiwanensis,0,1,pcuac_only,NA,WP_339379820.1,1
paucibacter hankyongi,3133434,Paucibacter hankyongi,0,1,pcuac_only,NA,WP_339596948.1,1
paucibacter soli,3133433,Paucibacter soli,0,1,pcuac_only,NA,WP_339602961.1,1
uncultured pelagibacterium,1159875,uncultured Pelagibacterium sp.,0,1,pcuac_only,NA,WP_339642745.1,1
uncultured sphingosinicella,478748,uncultured Sphingosinicella sp.,0,1,pcuac_only,NA,WP_339710127.1,1
uncultured pseudosulfitobacter,2854214,uncultured Pseudosulfitobacter sp.,0,1,pcuac_only,NA,WP_339770837.1,1
uncultured nisaea,538215,uncultured Nisaea sp.,0,1,pcuac_only,NA,WP_339849109.1,1
uncultured albimonas,1331701,uncultured Albimonas sp.,0,1,pcuac_only,NA,WP_339947151.1,1
gymnodinialimonas mytili,3126503,Gymnodinialimonas mytili,0,1,pcuac_only,NA,WP_339975573.1,1
gymnodinialimonas ulvae,3126504,Gymnodinialimonas ulvae,0,1,pcuac_only,NA,WP_339985637.1,1
paludibacillus litoralis,3133267,Paludibacillus litoralis,0,1,pcuac_only,NA,WP_340107653.1,1
roseibium algae,3123038,Roseibium algae,0,1,pcuac_only,NA,WP_340272986.1,1
phaeobacter bryozoorum,1086632,Phaeobacter bryozoorum,0,1,pcuac_only,NA,WP_340546166.1,1
uncultured limimaricola,2211667,uncultured Limimaricola sp.,0,1,pcuac_only,NA,WP_341213974.1,1
uncultured acidovorax,158751,uncultured Acidovorax sp.,0,1,pcuac_only,NA,WP_341238766.1,1
yoonia phaeophyticola,3137369,Yoonia phaeophyticola,0,1,pcuac_only,NA,WP_341366032.1,1
ideonella lacteola,2984193,Ideonella lacteola,0,1,pcuac_only,NA,WP_341425085.1,1
candidatus chlorohelix,3003348;3139201,Candidatus Chlorohelix sp.,0,1,pcuac_only,NA,WP_341470618.1,1
pseudomonas viridinivis,3137451,Pseudomonas viridinivis,0,1,pcuac_only,NA,WP_341522473.1,1
psychromonas aquatilis,2005072,Psychromonas aquatilis,0,1,pcuac_only,NA,WP_341598684.1,1
vibrio echinoideorum,2100116,Vibrio echinoideorum,0,1,pcuac_only,NA,WP_341634615.1,1
phycobacter sedimenti,3133977,Phycobacter sedimenti,0,1,pcuac_only,NA,WP_341641521.1,1
pseudoxanthomonas putridarboris,752605,Pseudoxanthomonas putridarboris,0,1,pcuac_only,NA,WP_341725115.1,1
candidatus tisiphia,2029164;3066253;3066255;3066257;3066258;3066259;3066261;3066262;3066272;3066273;3077925;3077926;3139330;3139332;3139335,Candidatus Tisiphia endosymbiont of Mystacides longicornis,0,1,pcuac_only,NA,WP_375330086.1,1
ferrovibrio terrae,2594003,Ferrovibrio terrae,0,1,pcuac_only,NA,WP_341897166.1,1
pseudomonas bambusae,286;3139142;3468805,Pseudomonas;Pseudomonas bambusae;Pseudomonas salicis,0,1,pcuac_only,NA,WP_341960239.1,1
xanthomonas protegens,3380705,Xanthomonas protegens,0,1,pcuac_only,NA,WP_342074463.1,1
methylobacterium guangdongense,3138811,Methylobacterium guangdongense,0,1,pcuac_only,NA,WP_342107103.1,1
methylorubrum subtropicum,3138812,Methylorubrum subtropicum,0,1,pcuac_only,NA,WP_342153047.1,1
methylobacterium litchii,3138810,Methylobacterium litchii,0,1,pcuac_only,NA,WP_342165644.1,1
terrirubrum flagellatum,2895980,Terrirubrum flagellatum,0,1,pcuac_only,NA,WP_342361454.1,1
hansschlegelia quercus,2528245,Hansschlegelia quercus,0,1,pcuac_only,NA,WP_342635531.1,1
thiohalocapsa marina,424902,Thiohalocapsa marina,0,1,pcuac_only,NA,WP_342782262.1,1
rhabdaerophilum calidifontis,2604328,Rhabdaerophilum calidifontis,0,1,pcuac_only,NA,WP_342788619.1,1
paracoccus litorisediminis,2006130,Paracoccus litorisediminis,0,1,pcuac_only,NA,WP_343043224.1,1
ostreiculturibacter nitratireducens,3075226,Ostreiculturibacter nitratireducens,0,1,pcuac_only,NA,WP_343079854.1,1
pseudomonas halotolerans,3143552,Pseudomonas halotolerans,0,1,pcuac_only,NA,WP_343471002.1,1
sphingomonas oligophenolica,301154,Sphingomonas oligophenolica,0,1,pcuac_only,NA,WP_343892649.1,1
brachybacterium rhamnosum,173361,Brachybacterium rhamnosum,0,1,pcuac_only,NA,WP_462589186.1,1
pigmentiphaga daeguensis,152267;1977564;414049,Pigmentiphaga;Pigmentiphaga daeguensis;Pigmentiphaga sp.,0,1,pcuac_only,NA,WP_343928237.1,1
nostocoides vanveenii,330835,Nostocoides vanveenii,0,1,pcuac_only,NA,WP_344062180.1,1
brevibacterium samyangense,366888,Brevibacterium samyangense,0,1,pcuac_only,NA,WP_344307915.1,1
kitasatospora kazusensis,407974,Kitasatospora kazusensis,0,1,pcuac_only,NA,WP_344461229.1,1
nonomuraea monospora,568818,Nonomuraea monospora,0,1,pcuac_only,NA,WP_344476550.1,1
sphingomonas swuensis,977800,Sphingomonas swuensis,0,1,pcuac_only,NA,WP_344707224.1,1
sphingomonas humi,335630,Sphingomonas humi,0,1,pcuac_only,NA,WP_344711401.1,1
nocardioides fonticola,450363,Nocardioides fonticola,0,1,pcuac_only,NA,WP_344731352.1,1
acidovorax lacteus,1924988,Acidovorax lacteus,0,1,pcuac_only,NA,WP_345061009.1,1
bartonella acomydis,686234,Bartonella acomydis,0,1,pcuac_only,NA,WP_345096507.1,1
